timestamp,bin_id,municipality_id,zone_id,ward_id,distance_cm,fill_pct,is_simulated
2026-07-13T23:17:08.124306+00:00,SB-ML-089F5B,2,4,7,58.59,51.18,1
2026-07-13T23:47:08.124306+00:00,SB-ML-089F5B,2,4,7,58.57,51.19,1
2026-07-14T00:17:08.124306+00:00,SB-ML-089F5B,2,4,7,58.05,51.63,1
2026-07-14T00:47:08.124306+00:00,SB-ML-089F5B,2,4,7,58.0,51.66,1
2026-07-14T01:17:08.124306+00:00,SB-ML-089F5B,2,4,7,58.3,51.42,1
2026-07-14T01:47:08.124306+00:00,SB-ML-089F5B,2,4,7,57.81,51.83,1
2026-07-14T02:17:08.124306+00:00,SB-ML-089F5B,2,4,7,57.83,51.8,1
2026-07-14T02:47:08.124306+00:00,SB-ML-089F5B,2,4,7,57.99,51.67,1
2026-07-14T03:17:08.124306+00:00,SB-ML-089F5B,2,4,7,57.6,52.0,1
2026-07-14T03:47:08.124306+00:00,SB-ML-089F5B,2,4,7,57.77,51.86,1
2026-07-14T04:17:08.124306+00:00,SB-ML-089F5B,2,4,7,57.14,52.38,1
2026-07-14T04:47:08.124306+00:00,SB-ML-089F5B,2,4,7,57.01,52.49,1
2026-07-14T05:17:08.124306+00:00,SB-ML-089F5B,2,4,7,56.47,52.94,1
2026-07-14T05:47:08.124306+00:00,SB-ML-089F5B,2,4,7,56.58,52.85,1
2026-07-14T06:17:08.124306+00:00,SB-ML-089F5B,2,4,7,56.78,52.68,1
2026-07-14T06:47:08.124306+00:00,SB-ML-089F5B,2,4,7,57.04,52.47,1
2026-07-14T07:17:08.124306+00:00,SB-ML-089F5B,2,4,7,57.19,52.34,1
2026-07-14T07:47:08.124306+00:00,SB-ML-089F5B,2,4,7,57.3,52.25,1
2026-07-14T08:17:08.124306+00:00,SB-ML-089F5B,2,4,7,55.56,53.7,1
2026-07-14T08:47:08.124306+00:00,SB-ML-089F5B,2,4,7,54.15,54.88,1
2026-07-14T09:17:08.124306+00:00,SB-ML-089F5B,2,4,7,52.05,56.62,1
2026-07-14T09:47:08.124306+00:00,SB-ML-089F5B,2,4,7,50.03,58.31,1
2026-07-14T10:17:08.124306+00:00,SB-ML-089F5B,2,4,7,47.86,60.12,1
2026-07-14T10:47:08.124306+00:00,SB-ML-089F5B,2,4,7,45.49,62.09,1
2026-07-14T11:17:08.124306+00:00,SB-ML-089F5B,2,4,7,43.38,63.85,1
2026-07-14T11:47:08.124306+00:00,SB-ML-089F5B,2,4,7,41.33,65.56,1
2026-07-14T12:17:08.124306+00:00,SB-ML-089F5B,2,4,7,39.87,66.78,1
2026-07-14T12:47:08.124306+00:00,SB-ML-089F5B,2,4,7,37.69,68.59,1
2026-07-14T13:17:08.124306+00:00,SB-ML-089F5B,2,4,7,36.1,69.91,1
2026-07-14T13:47:08.124306+00:00,SB-ML-089F5B,2,4,7,34.75,71.04,1
2026-07-14T14:17:08.124306+00:00,SB-ML-089F5B,2,4,7,33.39,72.17,1
2026-07-14T14:47:08.124306+00:00,SB-ML-089F5B,2,4,7,31.24,73.96,1
2026-07-14T15:17:08.124306+00:00,SB-ML-089F5B,2,4,7,29.49,75.43,1
2026-07-14T15:47:08.124306+00:00,SB-ML-089F5B,2,4,7,28.01,76.66,1
2026-07-14T16:17:08.124306+00:00,SB-ML-089F5B,2,4,7,25.95,78.38,1
2026-07-14T16:47:08.124306+00:00,SB-ML-089F5B,2,4,7,24.14,79.88,1
2026-07-14T17:17:08.124306+00:00,SB-ML-089F5B,2,4,7,22.17,81.52,1
2026-07-14T17:47:08.124306+00:00,SB-ML-089F5B,2,4,7,20.19,83.17,1
2026-07-14T18:17:08.124306+00:00,SB-ML-089F5B,2,4,7,19.1,84.09,1
2026-07-14T18:47:08.124306+00:00,SB-ML-089F5B,2,4,7,18.32,84.73,1
2026-07-14T19:17:08.124306+00:00,SB-ML-089F5B,2,4,7,17.22,85.65,1
2026-07-14T19:47:08.124306+00:00,SB-ML-089F5B,2,4,7,16.43,86.31,1
2026-07-14T20:17:08.124306+00:00,SB-ML-089F5B,2,4,7,15.99,86.67,1
2026-07-14T20:47:08.124306+00:00,SB-ML-089F5B,2,4,7,15.58,87.02,1
2026-07-14T21:17:08.124306+00:00,SB-ML-089F5B,2,4,7,14.81,87.66,1
2026-07-14T21:47:08.124306+00:00,SB-ML-089F5B,2,4,7,14.24,88.13,1
2026-07-14T22:17:08.124306+00:00,SB-ML-089F5B,2,4,7,14.15,88.21,1
2026-07-14T22:47:08.124306+00:00,SB-ML-089F5B,2,4,7,14.19,88.18,1
2026-07-14T23:17:08.124306+00:00,SB-ML-089F5B,2,4,7,14.04,88.3,1
2026-07-14T23:47:08.124306+00:00,SB-ML-089F5B,2,4,7,13.7,88.58,1
2026-07-15T00:17:08.124306+00:00,SB-ML-089F5B,2,4,7,13.17,89.02,1
2026-07-15T00:47:08.124306+00:00,SB-ML-089F5B,2,4,7,13.62,88.65,1
2026-07-15T01:17:08.124306+00:00,SB-ML-089F5B,2,4,7,13.29,88.92,1
2026-07-15T01:47:08.124306+00:00,SB-ML-089F5B,2,4,7,12.92,89.24,1
2026-07-15T02:17:08.124306+00:00,SB-ML-089F5B,2,4,7,12.66,89.45,1
2026-07-15T02:47:08.124306+00:00,SB-ML-089F5B,2,4,7,117.12,2.4,1
2026-07-15T03:17:08.124306+00:00,SB-ML-089F5B,2,4,7,117.0,2.5,1
2026-07-15T03:47:08.124306+00:00,SB-ML-089F5B,2,4,7,116.75,2.71,1
2026-07-15T04:17:08.124306+00:00,SB-ML-089F5B,2,4,7,116.37,3.02,1
2026-07-15T04:47:08.124306+00:00,SB-ML-089F5B,2,4,7,115.78,3.52,1
2026-07-15T05:17:08.124306+00:00,SB-ML-089F5B,2,4,7,116.13,3.23,1
2026-07-15T05:47:08.124306+00:00,SB-ML-089F5B,2,4,7,116.42,2.98,1
2026-07-15T06:17:08.124306+00:00,SB-ML-089F5B,2,4,7,116.42,2.98,1
2026-07-15T06:47:08.124306+00:00,SB-ML-089F5B,2,4,7,116.41,2.99,1
2026-07-15T07:17:08.124306+00:00,SB-ML-089F5B,2,4,7,116.64,2.8,1
2026-07-15T07:47:08.124306+00:00,SB-ML-089F5B,2,4,7,116.26,3.11,1
2026-07-15T08:17:08.124306+00:00,SB-ML-089F5B,2,4,7,113.89,5.1,1
2026-07-15T08:47:08.124306+00:00,SB-ML-089F5B,2,4,7,111.79,6.84,1
2026-07-15T09:17:08.124306+00:00,SB-ML-089F5B,2,4,7,109.67,8.61,1
2026-07-15T09:47:08.124306+00:00,SB-ML-089F5B,2,4,7,107.63,10.31,1
2026-07-15T10:17:08.124306+00:00,SB-ML-089F5B,2,4,7,105.94,11.71,1
2026-07-15T10:47:08.124306+00:00,SB-ML-089F5B,2,4,7,104.31,13.08,1
2026-07-15T11:17:08.124306+00:00,SB-ML-089F5B,2,4,7,102.96,14.2,1
2026-07-15T11:47:08.124306+00:00,SB-ML-089F5B,2,4,7,100.87,15.94,1
2026-07-15T12:17:08.124306+00:00,SB-ML-089F5B,2,4,7,99.62,16.98,1
2026-07-15T12:47:08.124306+00:00,SB-ML-089F5B,2,4,7,98.13,18.23,1
2026-07-15T13:17:08.124306+00:00,SB-ML-089F5B,2,4,7,96.28,19.77,1
2026-07-15T13:47:08.124306+00:00,SB-ML-089F5B,2,4,7,94.76,21.03,1
2026-07-15T14:17:08.124306+00:00,SB-ML-089F5B,2,4,7,93.04,22.47,1
2026-07-15T14:47:08.124306+00:00,SB-ML-089F5B,2,4,7,90.78,24.35,1
2026-07-15T15:17:08.124306+00:00,SB-ML-089F5B,2,4,7,89.16,25.7,1
2026-07-15T15:47:08.124306+00:00,SB-ML-089F5B,2,4,7,87.31,27.24,1
2026-07-15T16:17:08.124306+00:00,SB-ML-089F5B,2,4,7,84.84,29.3,1
2026-07-15T16:47:08.124306+00:00,SB-ML-089F5B,2,4,7,82.99,30.84,1
2026-07-15T17:17:08.124306+00:00,SB-ML-089F5B,2,4,7,80.85,32.63,1
2026-07-15T17:47:08.124306+00:00,SB-ML-089F5B,2,4,7,78.36,34.7,1
2026-07-15T18:17:08.124306+00:00,SB-ML-089F5B,2,4,7,77.69,35.26,1
2026-07-15T18:47:08.124306+00:00,SB-ML-089F5B,2,4,7,77.42,35.48,1
2026-07-15T19:17:08.124306+00:00,SB-ML-089F5B,2,4,7,76.01,36.66,1
2026-07-15T19:47:08.124306+00:00,SB-ML-089F5B,2,4,7,75.44,37.14,1
2026-07-15T20:17:08.124306+00:00,SB-ML-089F5B,2,4,7,74.59,37.84,1
2026-07-15T20:47:08.124306+00:00,SB-ML-089F5B,2,4,7,73.75,38.54,1
2026-07-15T21:17:08.124306+00:00,SB-ML-089F5B,2,4,7,73.46,38.78,1
2026-07-15T21:47:08.124306+00:00,SB-ML-089F5B,2,4,7,72.25,39.79,1
2026-07-15T22:17:08.124306+00:00,SB-ML-089F5B,2,4,7,71.47,40.45,1
2026-07-15T22:47:08.124306+00:00,SB-ML-089F5B,2,4,7,71.25,40.62,1
2026-07-15T23:17:08.124306+00:00,SB-ML-089F5B,2,4,7,70.9,40.92,1
2026-07-15T23:47:08.124306+00:00,SB-ML-089F5B,2,4,7,70.24,41.46,1
2026-07-16T00:17:08.124306+00:00,SB-ML-089F5B,2,4,7,70.12,41.57,1
2026-07-16T00:47:08.124306+00:00,SB-ML-089F5B,2,4,7,69.46,42.12,1
2026-07-16T01:17:08.124306+00:00,SB-ML-089F5B,2,4,7,69.07,42.44,1
2026-07-16T01:47:08.124306+00:00,SB-ML-089F5B,2,4,7,69.27,42.28,1
2026-07-16T02:17:08.124306+00:00,SB-ML-089F5B,2,4,7,69.25,42.29,1
2026-07-16T02:47:08.124306+00:00,SB-ML-089F5B,2,4,7,69.63,41.98,1
2026-07-16T03:17:08.124306+00:00,SB-ML-089F5B,2,4,7,69.05,42.46,1
2026-07-16T03:47:08.124306+00:00,SB-ML-089F5B,2,4,7,69.19,42.34,1
2026-07-16T04:17:08.124306+00:00,SB-ML-089F5B,2,4,7,68.62,42.82,1
2026-07-16T04:47:08.124306+00:00,SB-ML-089F5B,2,4,7,68.83,42.64,1
2026-07-16T05:17:08.124306+00:00,SB-ML-089F5B,2,4,7,69.11,42.41,1
2026-07-16T05:47:08.124306+00:00,SB-ML-089F5B,2,4,7,68.75,42.71,1
2026-07-16T06:17:08.124306+00:00,SB-ML-089F5B,2,4,7,68.55,42.87,1
2026-07-16T06:47:08.124306+00:00,SB-ML-089F5B,2,4,7,68.51,42.9,1
2026-07-16T07:17:08.124306+00:00,SB-ML-089F5B,2,4,7,68.39,43.01,1
2026-07-16T07:47:08.124306+00:00,SB-ML-089F5B,2,4,7,67.84,43.46,1
2026-07-16T08:17:08.124306+00:00,SB-ML-089F5B,2,4,7,66.72,44.4,1
2026-07-16T08:47:08.124306+00:00,SB-ML-089F5B,2,4,7,64.6,46.17,1
2026-07-16T09:17:08.124306+00:00,SB-ML-089F5B,2,4,7,62.27,48.11,1
2026-07-16T09:47:08.124306+00:00,SB-ML-089F5B,2,4,7,60.71,49.4,1
2026-07-16T10:17:08.124306+00:00,SB-ML-089F5B,2,4,7,59.25,50.63,1
2026-07-16T10:47:08.124306+00:00,SB-ML-089F5B,2,4,7,57.15,52.38,1
2026-07-16T11:17:08.124306+00:00,SB-ML-089F5B,2,4,7,55.51,53.74,1
2026-07-16T11:47:08.124306+00:00,SB-ML-089F5B,2,4,7,54.41,54.66,1
2026-07-16T12:17:08.124306+00:00,SB-ML-089F5B,2,4,7,52.45,56.29,1
2026-07-16T12:47:08.124306+00:00,SB-ML-089F5B,2,4,7,51.06,57.45,1
2026-07-16T13:17:08.124306+00:00,SB-ML-089F5B,2,4,7,49.92,58.4,1
2026-07-16T13:47:08.124306+00:00,SB-ML-089F5B,2,4,7,47.52,60.4,1
2026-07-16T14:17:08.124306+00:00,SB-ML-089F5B,2,4,7,45.54,62.05,1
2026-07-16T14:47:08.124306+00:00,SB-ML-089F5B,2,4,7,43.62,63.65,1
2026-07-16T15:17:08.124306+00:00,SB-ML-089F5B,2,4,7,42.42,64.65,1
2026-07-16T15:47:08.124306+00:00,SB-ML-089F5B,2,4,7,41.16,65.7,1
2026-07-16T16:17:08.124306+00:00,SB-ML-089F5B,2,4,7,39.55,67.05,1
2026-07-16T16:47:08.124306+00:00,SB-ML-089F5B,2,4,7,37.86,68.45,1
2026-07-16T17:17:08.124306+00:00,SB-ML-089F5B,2,4,7,36.49,69.6,1
2026-07-16T17:47:08.124306+00:00,SB-ML-089F5B,2,4,7,34.44,71.3,1
2026-07-16T18:17:08.124306+00:00,SB-ML-089F5B,2,4,7,33.1,72.42,1
2026-07-16T18:47:08.124306+00:00,SB-ML-089F5B,2,4,7,32.16,73.2,1
2026-07-16T19:17:08.124306+00:00,SB-ML-089F5B,2,4,7,31.27,73.94,1
2026-07-16T19:47:08.124306+00:00,SB-ML-089F5B,2,4,7,30.31,74.74,1
2026-07-16T20:17:08.124306+00:00,SB-ML-089F5B,2,4,7,30.01,74.99,1
2026-07-16T20:47:08.124306+00:00,SB-ML-089F5B,2,4,7,29.11,75.74,1
2026-07-16T21:17:08.124306+00:00,SB-ML-089F5B,2,4,7,28.84,75.97,1
2026-07-16T21:47:08.124306+00:00,SB-ML-089F5B,2,4,7,27.66,76.95,1
2026-07-16T22:17:08.124306+00:00,SB-ML-089F5B,2,4,7,27.46,77.12,1
2026-07-16T22:47:08.124306+00:00,SB-ML-089F5B,2,4,7,26.99,77.51,1
2026-07-16T23:17:08.124306+00:00,SB-ML-089F5B,2,4,7,26.27,78.11,1
2026-07-16T23:47:08.124306+00:00,SB-ML-089F5B,2,4,7,26.27,78.11,1
2026-07-17T00:17:08.124306+00:00,SB-ML-089F5B,2,4,7,26.31,78.07,1
2026-07-17T00:47:08.124306+00:00,SB-ML-089F5B,2,4,7,26.18,78.18,1
2026-07-17T01:17:08.124306+00:00,SB-ML-089F5B,2,4,7,25.76,78.54,1
2026-07-17T01:47:08.124306+00:00,SB-ML-089F5B,2,4,7,25.92,78.4,1
2026-07-17T02:17:08.124306+00:00,SB-ML-089F5B,2,4,7,26.24,78.13,1
2026-07-17T02:47:08.124306+00:00,SB-ML-089F5B,2,4,7,25.64,78.64,1
2026-07-17T03:17:08.124306+00:00,SB-ML-089F5B,2,4,7,25.07,79.11,1
2026-07-17T03:47:08.124306+00:00,SB-ML-089F5B,2,4,7,24.62,79.48,1
2026-07-17T04:17:08.124306+00:00,SB-ML-089F5B,2,4,7,24.53,79.56,1
2026-07-17T04:47:08.124306+00:00,SB-ML-089F5B,2,4,7,24.16,79.87,1
2026-07-17T05:17:08.124306+00:00,SB-ML-089F5B,2,4,7,23.73,80.22,1
2026-07-17T05:47:08.124306+00:00,SB-ML-089F5B,2,4,7,23.49,80.42,1
2026-07-17T06:17:08.124306+00:00,SB-ML-089F5B,2,4,7,23.13,80.72,1
2026-07-17T06:47:08.124306+00:00,SB-ML-089F5B,2,4,7,116.4,3.0,1
2026-07-17T07:17:08.124306+00:00,SB-ML-089F5B,2,4,7,116.52,2.9,1
2026-07-17T07:47:08.124306+00:00,SB-ML-089F5B,2,4,7,116.89,2.59,1
2026-07-17T08:17:08.124306+00:00,SB-ML-089F5B,2,4,7,115.48,3.77,1
2026-07-17T08:47:08.124306+00:00,SB-ML-089F5B,2,4,7,113.97,5.03,1
2026-07-17T09:17:08.124306+00:00,SB-ML-089F5B,2,4,7,112.27,6.44,1
2026-07-17T09:47:08.124306+00:00,SB-ML-089F5B,2,4,7,110.4,8.0,1
2026-07-17T10:17:08.124306+00:00,SB-ML-089F5B,2,4,7,108.59,9.51,1
2026-07-17T10:47:08.124306+00:00,SB-ML-089F5B,2,4,7,106.59,11.17,1
2026-07-17T11:17:08.124306+00:00,SB-ML-089F5B,2,4,7,105.3,12.25,1
2026-07-17T11:47:08.124306+00:00,SB-ML-089F5B,2,4,7,103.45,13.79,1
2026-07-17T12:17:08.124306+00:00,SB-ML-089F5B,2,4,7,101.6,15.33,1
2026-07-17T12:47:08.124306+00:00,SB-ML-089F5B,2,4,7,99.08,17.44,1
2026-07-17T13:17:08.124306+00:00,SB-ML-089F5B,2,4,7,97.56,18.7,1
2026-07-17T13:47:08.124306+00:00,SB-ML-089F5B,2,4,7,96.23,19.81,1
2026-07-17T14:17:08.124306+00:00,SB-ML-089F5B,2,4,7,95.12,20.74,1
2026-07-17T14:47:08.124306+00:00,SB-ML-089F5B,2,4,7,92.59,22.84,1
2026-07-17T15:17:08.124306+00:00,SB-ML-089F5B,2,4,7,90.26,24.78,1
2026-07-17T15:47:08.124306+00:00,SB-ML-089F5B,2,4,7,88.63,26.14,1
2026-07-17T16:17:08.124306+00:00,SB-ML-089F5B,2,4,7,87.42,27.15,1
2026-07-17T16:47:08.124306+00:00,SB-ML-089F5B,2,4,7,85.16,29.03,1
2026-07-17T17:17:08.124306+00:00,SB-ML-089F5B,2,4,7,84.12,29.9,1
2026-07-17T17:47:08.124306+00:00,SB-ML-089F5B,2,4,7,82.31,31.41,1
2026-07-17T18:17:08.124306+00:00,SB-ML-089F5B,2,4,7,81.85,31.79,1
2026-07-17T18:47:08.124306+00:00,SB-ML-089F5B,2,4,7,81.06,32.45,1
2026-07-17T19:17:08.124306+00:00,SB-ML-089F5B,2,4,7,79.54,33.71,1
2026-07-17T19:47:08.124306+00:00,SB-ML-089F5B,2,4,7,78.86,34.28,1
2026-07-17T20:17:08.124306+00:00,SB-ML-089F5B,2,4,7,77.21,35.66,1
2026-07-17T20:47:08.124306+00:00,SB-ML-089F5B,2,4,7,75.89,36.76,1
2026-07-17T21:17:08.124306+00:00,SB-ML-089F5B,2,4,7,75.45,37.12,1
2026-07-17T21:47:08.124306+00:00,SB-ML-089F5B,2,4,7,74.39,38.01,1
2026-07-17T22:17:08.124306+00:00,SB-ML-089F5B,2,4,7,73.8,38.5,1
2026-07-17T22:47:08.124306+00:00,SB-ML-089F5B,2,4,7,73.82,38.49,1
2026-07-17T23:17:08.124306+00:00,SB-ML-089F5B,2,4,7,73.86,38.45,1
2026-07-17T23:47:08.124306+00:00,SB-ML-089F5B,2,4,7,73.85,38.46,1
2026-07-18T00:17:08.124306+00:00,SB-ML-089F5B,2,4,7,73.51,38.74,1
2026-07-18T00:47:08.124306+00:00,SB-ML-089F5B,2,4,7,72.81,39.33,1
2026-07-18T01:17:08.124306+00:00,SB-ML-089F5B,2,4,7,72.46,39.62,1
2026-07-18T01:47:08.124306+00:00,SB-ML-089F5B,2,4,7,72.07,39.94,1
2026-07-18T02:17:08.124306+00:00,SB-ML-089F5B,2,4,7,72.52,39.56,1
2026-07-18T02:47:08.124306+00:00,SB-ML-089F5B,2,4,7,72.75,39.37,1
2026-07-18T03:17:08.124306+00:00,SB-ML-089F5B,2,4,7,72.73,39.39,1
2026-07-18T03:47:08.124306+00:00,SB-ML-089F5B,2,4,7,72.27,39.77,1
2026-07-18T04:17:08.124306+00:00,SB-ML-089F5B,2,4,7,71.83,40.14,1
2026-07-18T04:47:08.124306+00:00,SB-ML-089F5B,2,4,7,71.26,40.62,1
2026-07-18T05:17:08.124306+00:00,SB-ML-089F5B,2,4,7,71.3,40.58,1
2026-07-18T05:47:08.124306+00:00,SB-ML-089F5B,2,4,7,71.26,40.62,1
2026-07-18T06:17:08.124306+00:00,SB-ML-089F5B,2,4,7,70.55,41.21,1
2026-07-18T06:47:08.124306+00:00,SB-ML-089F5B,2,4,7,70.16,41.53,1
2026-07-18T07:17:08.124306+00:00,SB-ML-089F5B,2,4,7,69.48,42.1,1
2026-07-18T07:47:08.124306+00:00,SB-ML-089F5B,2,4,7,69.77,41.86,1
2026-07-18T08:17:08.124306+00:00,SB-ML-089F5B,2,4,7,67.71,43.57,1
2026-07-18T08:47:08.124306+00:00,SB-ML-089F5B,2,4,7,65.8,45.17,1
2026-07-18T09:17:08.124306+00:00,SB-ML-089F5B,2,4,7,64.14,46.55,1
2026-07-18T09:47:08.124306+00:00,SB-ML-089F5B,2,4,7,62.31,48.08,1
2026-07-18T10:17:08.124306+00:00,SB-ML-089F5B,2,4,7,60.4,49.67,1
2026-07-18T10:47:08.124306+00:00,SB-ML-089F5B,2,4,7,58.52,51.23,1
2026-07-18T11:17:08.124306+00:00,SB-ML-089F5B,2,4,7,56.73,52.73,1
2026-07-18T11:47:08.124306+00:00,SB-ML-089F5B,2,4,7,55.56,53.7,1
2026-07-18T12:17:08.124306+00:00,SB-ML-089F5B,2,4,7,53.88,55.1,1
2026-07-18T12:47:08.124306+00:00,SB-ML-089F5B,2,4,7,53.04,55.8,1
2026-07-18T13:17:08.124306+00:00,SB-ML-089F5B,2,4,7,52.35,56.37,1
2026-07-18T13:47:08.124306+00:00,SB-ML-089F5B,2,4,7,50.9,57.58,1
2026-07-18T14:17:08.124306+00:00,SB-ML-089F5B,2,4,7,49.5,58.75,1
2026-07-18T14:47:08.124306+00:00,SB-ML-089F5B,2,4,7,47.67,60.27,1
2026-07-18T15:17:08.124306+00:00,SB-ML-089F5B,2,4,7,46.74,61.05,1
2026-07-18T15:47:08.124306+00:00,SB-ML-089F5B,2,4,7,45.23,62.31,1
2026-07-18T16:17:08.124306+00:00,SB-ML-089F5B,2,4,7,43.77,63.53,1
2026-07-18T16:47:08.124306+00:00,SB-ML-089F5B,2,4,7,42.87,64.28,1
2026-07-18T17:17:08.124306+00:00,SB-ML-089F5B,2,4,7,41.28,65.6,1
2026-07-18T17:47:08.124306+00:00,SB-ML-089F5B,2,4,7,40.06,66.61,1
2026-07-18T18:17:08.124306+00:00,SB-ML-089F5B,2,4,7,38.97,67.53,1
2026-07-18T18:47:08.124306+00:00,SB-ML-089F5B,2,4,7,37.7,68.58,1
2026-07-18T19:17:08.124306+00:00,SB-ML-089F5B,2,4,7,36.91,69.24,1
2026-07-18T19:47:08.124306+00:00,SB-ML-089F5B,2,4,7,35.78,70.19,1
2026-07-18T20:17:08.124306+00:00,SB-ML-089F5B,2,4,7,35.17,70.69,1
2026-07-18T20:47:08.124306+00:00,SB-ML-089F5B,2,4,7,33.93,71.72,1
2026-07-18T21:17:08.124306+00:00,SB-ML-089F5B,2,4,7,33.67,71.95,1
2026-07-18T21:47:08.124306+00:00,SB-ML-089F5B,2,4,7,32.63,72.81,1
2026-07-18T22:17:08.124306+00:00,SB-ML-089F5B,2,4,7,33.06,72.45,1
2026-07-18T22:47:08.124306+00:00,SB-ML-089F5B,2,4,7,32.69,72.76,1
2026-07-18T23:17:08.124306+00:00,SB-ML-089F5B,2,4,7,31.95,73.37,1
2026-07-18T23:47:08.124306+00:00,SB-ML-089F5B,2,4,7,32.28,73.1,1
2026-07-19T00:17:08.124306+00:00,SB-ML-089F5B,2,4,7,32.63,72.81,1
2026-07-19T00:47:08.124306+00:00,SB-ML-089F5B,2,4,7,32.55,72.88,1
2026-07-19T01:17:08.124306+00:00,SB-ML-089F5B,2,4,7,32.35,73.04,1
2026-07-19T01:47:08.124306+00:00,SB-ML-089F5B,2,4,7,32.56,72.87,1
2026-07-19T02:17:08.124306+00:00,SB-ML-089F5B,2,4,7,32.08,73.27,1
2026-07-19T02:47:08.124306+00:00,SB-ML-089F5B,2,4,7,31.83,73.48,1
2026-07-19T03:17:08.124306+00:00,SB-ML-089F5B,2,4,7,31.42,73.82,1
2026-07-19T03:47:08.124306+00:00,SB-ML-089F5B,2,4,7,30.99,74.18,1
2026-07-19T04:17:08.124306+00:00,SB-ML-089F5B,2,4,7,31.24,73.97,1
2026-07-19T04:47:08.124306+00:00,SB-ML-089F5B,2,4,7,31.58,73.69,1
2026-07-19T05:17:08.124306+00:00,SB-ML-089F5B,2,4,7,31.84,73.46,1
2026-07-19T05:47:08.124306+00:00,SB-ML-089F5B,2,4,7,31.76,73.53,1
2026-07-19T06:17:08.124306+00:00,SB-ML-089F5B,2,4,7,116.63,2.81,1
2026-07-19T06:47:08.124306+00:00,SB-ML-089F5B,2,4,7,116.25,3.13,1
2026-07-19T07:17:08.124306+00:00,SB-ML-089F5B,2,4,7,116.09,3.26,1
2026-07-19T07:47:08.124306+00:00,SB-ML-089F5B,2,4,7,115.66,3.61,1
2026-07-19T08:17:08.124306+00:00,SB-ML-089F5B,2,4,7,114.55,4.54,1
2026-07-19T08:47:08.124306+00:00,SB-ML-089F5B,2,4,7,112.94,5.88,1
2026-07-19T09:17:08.124306+00:00,SB-ML-089F5B,2,4,7,111.46,7.12,1
2026-07-19T09:47:08.124306+00:00,SB-ML-089F5B,2,4,7,110.5,7.92,1
2026-07-19T10:17:08.124306+00:00,SB-ML-089F5B,2,4,7,109.42,8.82,1
2026-07-19T10:47:08.124306+00:00,SB-ML-089F5B,2,4,7,108.26,9.78,1
2026-07-19T11:17:08.124306+00:00,SB-ML-089F5B,2,4,7,106.74,11.05,1
2026-07-19T11:47:08.124306+00:00,SB-ML-089F5B,2,4,7,105.67,11.94,1
2026-07-19T12:17:08.124306+00:00,SB-ML-089F5B,2,4,7,105.08,12.44,1
